"Date","SOYBEANS","CORN","SOYBEAN.OIL","SOYBEAN.MEAL","WHEAT","SUGAR","COFFEE","HRW.WHEAT","COTTON"
"01/03/2000",456.5,200.75,15.44,146.4,247.5,6.1,116.5,274.25,51.07
"01/04/2000",464.25,203,15.57,147.9,247.25,5.77,116.25,274,50.73
"01/05/2000",469.25,203,15.74,150.7,249.75,5.81,118.6,276.25,51.56
"01/06/2000",468,203.75,15.72,149.1,248.5,5.77,116.85,275,52.08
"01/07/2000",471.5,207,15.9,149.1,251.75,5.84,114.15,277.75,53.96
"01/10/2000",466.25,208.5,15.71,147.7,253.5,5.83,117.55,279.75,53.56
"01/11/2000",467,207.25,15.57,148.8,253.75,5.67,117.8,280,54.18
"01/12/2000",472.5,215.5,15.68,150.9,258.75,5.45,118.95,285.75,53.72
"01/13/2000",481.75,220.75,16.12,153.8,263.5,5.49,118.55,290,54.75
"01/14/2000",485.5,219,16.03,155,265,5.45,112.55,293,55.12
"01/17/2000",485.5,219,16.03,155,265,5.45,112.55,293,55.12
"01/18/2000",502.25,220,16.53,159.4,264.5,5.29,115.75,292,54.76
"01/19/2000",501,220.75,16.34,159.3,266,5.49,116.7,293.5,57.75
"01/20/2000",505.5,220.75,16.28,162,265,5.56,112,292.75,57.44
"01/21/2000",505.25,222.75,16.18,162.3,264.25,5.43,111.2,293,56.15
"01/24/2000",512,227.25,16.45,164.1,266,5.29,111.9,294.5,56.35
"01/25/2000",517,227.5,16.48,165.3,264.75,5.32,112.85,293.5,57.86
"01/26/2000",513.25,223,16.48,163.5,260,5.4,115.15,288.25,57.42
"01/27/2000",527,225.75,17.11,166.8,263.5,5.41,114.6,290.75,57.53
"01/28/2000",523.5,223.5,17.04,165.4,259.75,5.47,114.7,287.75,57.45
"01/31/2000",508,220,16.58,161,256.25,5.42,111.1,283.5,57.86
"02/01/2000",510,222,16.48,161.8,258,5.39,111.65,285,57.13
"02/02/2000",507.5,220.75,16.19,162.1,257.25,5.5,112.25,285,57.04
"02/03/2000",501,218,15.96,159.7,253.75,5.61,112.95,281.25,56.09
"02/04/2000",505.5,219.75,15.82,162.7,257,5.79,112.9,284.75,56.08
"02/07/2000",506.5,221.5,15.97,162.1,258.75,5.66,111.7,286.75,56.18
"02/08/2000",500.25,221.25,15.76,160.5,259.25,5.53,108.55,287.25,55.3
"02/09/2000",503.75,222.5,15.79,162.4,265.5,5.49,107.7,293.25,55.8
"02/10/2000",513,225.5,15.97,167,271.75,5.52,108.75,301.25,57.54
"02/11/2000",505.25,221.75,15.62,164.2,269.5,5.49,108.8,298.5,56.97
"02/14/2000",505,222.25,15.59,164.5,268.75,5.21,105,299.25,57.26
"02/15/2000",508.75,222.25,15.47,166.3,266,5.13,105.8,296.5,55.74
"02/16/2000",507.5,223,15.63,164.9,265.25,4.95,104.95,295.75,55.4
"02/17/2000",508,221.25,15.49,166.8,262.5,5.07,105.35,293.25,55.47
"02/18/2000",514.5,220.5,15.69,168.6,264.75,5.03,104.3,294.75,57.09
"02/21/2000",514.5,220.5,15.69,168.6,264.75,5.03,104.3,294.75,57.09
"02/22/2000",513,219.25,15.82,167.6,262.25,5.14,103.2,293.25,58.8
"02/23/2000",499.75,215.25,15.6,161.9,254.75,5.15,103.6,286.25,58.42
"02/24/2000",504.5,216.25,15.74,163.7,254.75,5.12,101.75,286,58.15
"02/25/2000",497,213.25,15.37,161.3,248,4.94,98.8,277,56.88
"02/28/2000",497.75,212,15.33,162.7,244.5,4.7,101.65,273.5,57.58
"02/29/2000",501.25,215,15.53,163.5,247,4.65,99.9,276.25,56.6
"03/01/2000",496.5,214.75,15.54,162.4,247.75,5.08,101.15,276.25,59.5
"03/02/2000",501.5,216.25,15.63,164.9,247.25,4.96,105.1,275,58.65
"03/03/2000",504,218.5,16.05,164.9,247.5,5.05,104.35,275.75,59.05
"03/06/2000",508.25,221.75,16.15,167.1,249.75,5.04,106.3,277.5,59.4
"03/07/2000",502.25,218,16.04,165,250,5.07,108.4,277.75,59.65
"03/08/2000",505.5,219.25,16.03,167,252,5.12,107.4,279.5,60.5
"03/09/2000",507,220.5,15.95,167.3,254.25,5.16,107.2,284,61.01
"03/10/2000",500,219.75,15.87,165.8,250,5.22,106.1,283,63.6
"03/13/2000",513.25,223.5,16.21,171.6,253.75,5.42,106,282.5,63.21
"03/14/2000",520,228.75,16.57,171.9,259.5,5.28,102.55,290.25,63.36
"03/15/2000",525,236,16.85,170,268.75,5.25,103,289,63.22
"03/16/2000",525.5,235.25,16.94,170,266.25,5.34,106.35,287,62.54
"03/17/2000",537.5,240.75,17.85,171.8,272.25,5.27,106.1,288.5,62.69
"03/20/2000",525.75,235.75,17.46,167.7,266.25,5.13,103.1,288,61.14
"03/21/2000",526.75,232,17.27,169.4,260.25,5.2,103.75,283,61.38
"03/22/2000",531,234.5,17.5,170.4,261.75,5.25,105.8,280.25,59.86
"03/23/2000",522,230.25,17.16,168.3,256.25,5.45,102.1,280.25,59.04
"03/24/2000",530.75,232,17.4,170.1,252.75,5.38,103.15,278,58.81
"03/27/2000",531.5,232.5,17.6,169.2,254.5,5.47,103.15,279.5,59.21
"03/28/2000",526.5,225,17.5,167.7,249.75,5.41,104.5,274.5,59.15
"03/29/2000",529,227,17.79,167.7,251.25,5.42,103.9,276,57.95
"03/30/2000",537.5,233.25,17.88,170.8,255.5,5.55,103.5,280,57.57
"03/31/2000",545.5,236,18.31,172.2,262.25,5.9,103.7,286.5,58.14
"04/03/2000",546.5,234.25,18.54,172.2,257.75,5.91,102.1,284,58.39
"04/04/2000",538.5,232,18.39,168.5,255.75,5.81,100.1,282,57.21
"04/05/2000",543,232,18.48,170.6,256.25,6.02,101.8,281.75,56.4
"04/06/2000",531,227,17.84,168.2,253.75,5.96,100.85,280.25,55.68
"04/07/2000",538.75,229.25,17.97,170.9,258.5,5.89,99.6,283.5,56.29
"04/10/2000",532,227,17.77,169.3,252.75,5.86,96.65,277.75,55.99
"04/11/2000",528,223.25,17.73,167.8,252.75,5.97,96.55,275.75,54.95
"04/12/2000",537.5,225.5,17.97,170.9,255.5,6.03,94.2,278.5,55.75
"04/13/2000",538.25,227.5,18.29,169.8,257.75,6.16,94.7,280.75,56.82
"04/14/2000",532.5,226.25,18.17,168.1,255.75,6.23,92.65,280,56.43
"04/17/2000",531.5,224,18.09,167.8,253.25,6.45,92.8,278.75,56.92
"04/18/2000",534,224.5,18.33,168.2,252.25,6.35,94.05,278.25,57.3
"04/19/2000",537.5,227.75,18.57,168.7,253,6.41,95.7,279.25,56.62
"04/20/2000",536.25,226.75,18.56,169.2,251,6.44,97.75,279.5,56.42
"04/21/2000",536.25,226.75,18.56,169.2,251,6.44,97.75,279.5,56.42
"04/24/2000",544,228,18.49,173.4,250.75,6.37,94.25,280,56.72
"04/25/2000",543,230.5,18.29,173.8,252.25,6.36,95.6,279.5,56.3
"04/26/2000",540.25,227.5,18.02,175.1,248.5,6.27,94.75,275,56.6
"04/27/2000",532.5,225.25,17.67,173.8,241,6.18,94.85,270.75,56.45
"04/28/2000",526.5,223.75,17.61,171.7,242.25,6.16,95.3,271,55.71
"05/01/2000",555,235.5,18.16,181.6,251,6.53,100.3,279.25,56.3
"05/02/2000",554.25,237.5,18.15,181.2,254.25,6.4,99.1,281,57.75
"05/03/2000",560.75,241.75,18.21,184.1,260,6.4,94.45,283.5,56.95
"05/04/2000",561,242.25,18.2,184.8,265.5,6.53,96.85,289,56.8
"05/05/2000",555,240.25,17.88,185.1,261.75,6.59,96.85,286,58.4
"05/08/2000",547.25,233.25,17.62,184.4,258,6.45,97.15,281.5,58.06
"05/09/2000",545.25,231,17.64,183.5,257.75,6.5,97.45,282,59.66
"05/10/2000",560,236.75,17.64,189.7,265,6.5,97.25,288.25,61.24
"05/11/2000",559,237.75,17.51,189.6,272.5,6.63,95.9,294,60.8
"05/12/2000",551.5,236,17.19,188.1,271,6.78,91.8,297.5,62.23
"05/15/2000",549.75,238.75,17.03,183.1,282.25,6.95,91.25,294,62.75
"05/16/2000",543.75,235.5,17,181.7,281.25,7.13,92.25,295.5,62.62
"05/17/2000",541.25,235.5,17.05,179.7,277,7.06,91.8,293,62.07
"05/18/2000",547.75,238,17.23,181.6,272,7.07,91.5,287,62.12
"05/19/2000",554.5,240,17.19,183.6,276.25,7.21,97.95,291,61.3
"05/22/2000",553,241,17.21,183.8,280.25,7.42,103.3,305,63.44
"05/23/2000",548.75,238.25,17.24,181.8,281.25,7.45,103.7,307.25,63.42
"05/24/2000",542.25,235,17.17,179.1,279.5,7.56,101.85,305,62.73
"05/25/2000",527.25,230.5,16.76,174.6,279.5,7.76,99.25,307.5,63.28
"05/26/2000",534.25,233.5,16.66,178.4,280.75,7.81,99.2,307,63.22
"05/29/2000",534.25,233.5,16.66,178.4,280.75,7.81,99.2,307,63.22
"05/30/2000",517,224.25,15.86,175.3,274.25,7.7,100.4,302.25,61.01
"05/31/2000",517.5,225,15.87,176.7,274.75,7.55,93,304.25,62.64
"06/01/2000",522.5,225.5,16.21,177.4,270.5,7.79,94.45,298,60.25
"06/02/2000",533.75,229,16.76,179.7,271.25,8.14,95.55,299.25,58.99
"06/05/2000",529.25,224.25,16.52,180.3,266,8,93.35,295,58.67
"06/06/2000",530.5,225.75,16.44,180.8,267,8.15,89.15,297.75,57.6
"06/07/2000",522.5,219.75,16.3,178.3,264.25,8.16,92.05,296.25,58.25
"06/08/2000",521.5,219,16.5,177.6,266.5,8.18,92.55,298.75,58.19
"06/09/2000",520.75,219.25,16.36,179.7,269.75,8.57,91.85,299.75,58.39
"06/12/2000",510.5,208.25,16.3,175.3,265.75,8.49,91.15,297,56.65
"06/13/2000",510.5,207.75,16.11,176.8,264.75,8.72,90.8,298.5,56.98
"06/14/2000",510.75,203.25,16.11,174.4,261.25,8.82,89.85,296,57
"06/15/2000",510,205.75,16.21,173.8,262.75,8.52,88.15,296,57.91
"06/16/2000",504.75,207.25,16.45,170.9,263,8.19,87.25,296.25,57
"06/19/2000",505,205.5,16.59,170.8,268.75,8.55,87.2,301,56.11
"06/20/2000",501,202.25,16.61,169.1,273.75,8.62,87.25,307.25,56.64
"06/21/2000",506.5,203.5,16.64,171,277,8.65,84.45,310.5,55.57
"06/22/2000",501.75,202.75,16.41,170,277.5,8.51,86.15,311.5,55.01
"06/23/2000",498,199.5,16.13,170.2,272.25,8.49,87.05,307.25,54.16
"06/26/2000",499.5,194.25,15.96,169.9,274,8.57,87.15,311.25,53.09
"06/27/2000",497.25,196.75,15.98,170.4,273.75,8.66,88.5,311.5,52.31
"06/28/2000",488.5,192.75,15.96,168.6,271.5,8.65,87.65,309.5,52.3
"06/29/2000",490.75,194.75,15.99,169.9,271.75,9.2,86.4,310.75,52.3
"06/30/2000",477.5,187.5,15.86,166.9,259.5,8.5,84.85,302,50.88
"07/03/2000",468.5,183.25,15.42,163.9,245.5,8.5,84.85,287.25,50.88
"07/04/2000",468.5,183.25,15.42,163.9,245.5,8.5,84.85,287.25,50.88
"07/05/2000",472.5,185.25,15.53,166.6,248,8.69,85.4,289.75,50.65
"07/06/2000",470.75,181.75,15.37,165.9,244.5,8.86,82.85,287,50.05
"07/07/2000",473.5,183.75,16,168.1,245.5,8.68,80.8,287,51.73
"07/10/2000",473.25,180.5,15.8,167.8,247.25,8.66,84,288.5,55.63
"07/11/2000",471.25,178.25,15.65,168.3,247,8.83,90.1,287,55.67
"07/12/2000",474.5,179,15.63,169.6,243,9.17,89.7,283,56.01
"07/13/2000",466.75,179.75,15.52,171.1,245,9.22,99.2,287.5,57.02
"07/14/2000",465.25,175.25,15.42,165.2,242.5,9.2,89.15,283,57.02
"07/17/2000",457.5,179.25,15.41,156.6,244.25,9.66,98.65,277,60.02
"07/18/2000",455.5,180.75,15.34,156.4,241.25,10.04,116.5,274,60.56
"07/19/2000",452.5,181.75,15.34,153.5,244.5,9.96,111.15,274.5,60.08
"07/20/2000",456,186,15.49,153.4,246.75,10.31,97.75,276.5,58.8
"07/21/2000",460.25,187.75,15.62,154.3,247.25,10.41,96.65,285,59.13
"07/24/2000",457,184.5,15.49,153.1,245.5,10.24,86.3,281.75,60.87
"07/25/2000",452.75,182.75,15.35,152.3,245.5,10.43,85.2,281.25,59.7
"07/26/2000",450.75,180.5,15.29,152.2,244.25,10.6,86.95,280.25,59.15
"07/27/2000",452.5,181,15.37,153.2,245.75,10.78,86.1,282,58.23
"07/28/2000",448,180.25,15.31,150.9,248,10.89,87.4,283.75,58.81
"07/31/2000",446,180.25,15.37,149.6,246.25,10.4,86.45,282.5,59.77
"08/01/2000",442,179.75,15.39,148.8,245,10.35,86.3,281,59.01
"08/02/2000",445.5,180.5,15.51,149.8,246.25,10.79,86.45,281.25,58.64
"08/03/2000",439.75,180,15.26,148.8,242.25,11.06,85.85,277.25,58.89
"08/04/2000",437,178.75,15.2,147.8,237,10.8,85.6,275.5,58.6
"08/07/2000",434,177.75,15.1,146.3,233.5,10.5,85.4,272,60.68
"08/08/2000",442.25,179.5,15.21,147.6,236.5,10.7,83.7,274.25,60.76
"08/09/2000",440.5,178.25,15.13,147.4,235.5,10.59,79.5,273,62.13
"08/10/2000",445.75,177.25,15.14,150.3,235.75,10.41,79.6,273.25,60.86
"08/11/2000",452,174.75,15.15,150.6,236.75,10.65,80.65,274,61.73
"08/14/2000",452.25,175.75,15.13,153.4,238.5,10.77,78.8,276.25,62.25
"08/15/2000",457.5,175.75,15.43,154.3,240.5,10.66,78.6,278.75,61.7
"08/16/2000",465,178.5,15.55,156.4,243.5,10.7,78.3,281.25,61.64
"08/17/2000",460,178.5,15.33,155.4,239.5,10.51,78.55,278.25,62.7
"08/18/2000",458.25,177.25,15.27,154.3,238.75,10.7,78.4,279.75,63.27
"08/21/2000",462,176.25,15.21,156.5,236.25,10.7,77.5,276.75,64.34
"08/22/2000",458.5,175.5,15.16,155.6,234.75,10.62,77.1,276.25,64
"08/23/2000",459.5,175.25,15.11,157.4,233.75,10.48,74.6,275.5,63.88
"08/24/2000",461.75,176,15.14,159.8,240,10.36,77.8,281.75,63.52
"08/25/2000",461.75,176.5,15.07,161,241.5,10.82,77.75,286.5,64.73
"08/28/2000",470.25,179.5,15.14,163.5,242.5,10.8,75.2,288.5,64.84
"08/29/2000",484.25,184.25,15.14,166.9,250.25,10.73,74.7,293,65.2
"08/30/2000",481.75,181.5,15.54,166.6,246.25,10.76,73.9,288.75,64.75
"08/31/2000",494.75,183.75,15.75,170.8,250.75,10.56,74.5,292.75,63.37
"09/01/2000",492.75,182.5,15.8,169.8,250.25,10.82,75,293.25,63.49
"09/04/2000",492.75,182.5,15.8,169.8,250.25,10.82,75,293.25,63.49
"09/05/2000",502,186.25,15.94,171.9,253,10.43,73.1,295,64.54
"09/06/2000",485.25,181.75,15.45,167,247.5,10.4,75.25,289.5,64.36
"09/07/2000",480,181.75,15.28,164.8,249.5,10.73,78,289.5,64.14
"09/08/2000",495,184.25,15.76,168.2,250.5,10.67,77.4,291,64.72
"09/11/2000",495.75,184.75,15.8,170.9,249.25,10.4,77.75,294,64.6
"09/12/2000",495.5,182.5,15.75,171.8,245,10.47,78.65,293.5,63.18
"09/13/2000",488.75,180.5,15.65,172.9,242,10.53,79.55,291,62.47
"09/14/2000",483.5,179.25,15.39,173,242,10.36,77.2,288,62.95
"09/15/2000",483.25,187.75,15.36,165.9,252.25,9.78,76.25,287,63.16
"09/18/2000",488.5,189.5,15.09,169.4,256.25,9.65,77.4,290,62.99
"09/19/2000",483.75,187.25,15.19,167.8,249.25,9.8,77.2,286,62.65
"09/20/2000",487.5,188,15.27,169.6,249.75,9.44,79.15,285,63.14
"09/21/2000",491.75,190.25,15.27,170.8,247.5,9.16,77.8,293.75,63.9
"09/22/2000",496,194,15.3,174,250.75,9.56,78,295.5,63.45
"09/25/2000",493.5,193.25,15.18,173.4,253.5,9.74,79.05,299.5,63.88
"09/26/2000",493.75,194.5,15.24,172.8,254.5,9.72,81.75,302,63.55
"09/27/2000",495.75,194.5,15.42,172.7,258.5,9.85,78.95,307.75,62.5
"09/28/2000",498.25,196.25,15.52,173.6,259.25,9.83,79.85,310.75,62.46
"09/29/2000",490.5,197.75,15.49,171.3,265,9.77,83,320,62.25
"10/02/2000",489.5,199.25,15.43,172.3,267,9.64,79.35,321,63.53
"10/03/2000",489,203.5,15.3,172.7,268.75,9.71,79.4,320.5,63.95
"10/04/2000",486.25,204.25,15.23,171.9,267.25,10,79.35,318,63.4
"10/05/2000",485,203.5,15.2,171.1,267.25,10.03,78.7,315.5,63.6
"10/06/2000",485,203.25,15.14,170,268,10.08,79.45,318.5,64.21
"10/09/2000",483,201.5,15.12,168.8,267.25,10.46,79.95,318.5,64.83
"10/10/2000",485.75,203.5,15.18,170.1,275.25,10.77,80.75,325.5,64.57
"10/11/2000",478,204.5,15.07,168,276.75,10.97,83.15,326.5,63.85
"10/12/2000",474.25,208,14.95,167.4,273.5,10.86,81.3,326.75,64.36
"10/13/2000",466,208,14.98,164.7,267.25,11,81.05,320,63.12
"10/16/2000",465,206.75,15.05,163.1,270.75,11.39,85.65,324,62.7
"10/17/2000",468.25,207.5,14.89,166.6,268.5,11.14,88.7,319.5,62.75
"10/18/2000",467.75,206.25,14.82,167.4,263.75,11.08,88.25,312.75,62.02
"10/19/2000",471.5,206.75,14.72,171.6,260.25,10.86,86.7,308.75,62.12
"10/20/2000",468.75,205.25,14.74,170,261.25,10.87,84.15,309,62.92
"10/23/2000",463,203.25,14.79,167.3,256.75,10.78,78.45,306,62.41
"10/24/2000",467.75,204,14.82,169.9,256.25,10.58,79.25,305.5,62.7
"10/25/2000",467,203.25,14.78,170,255.5,10.27,78.05,303.75,63.26
"10/26/2000",461.25,202.25,14.7,167.2,256.25,9.36,75.4,305,62.88
"10/27/2000",456.5,200.75,14.65,165.6,259,9.53,75.6,309.75,63.14
"10/30/2000",456,200.5,14.57,166.9,255.5,9.81,73.5,305.75,63.99
"10/31/2000",459.75,206,14.62,169.6,254.75,9.9,74.4,305.5,62.97
"11/01/2000",462.75,206,14.81,169.3,254.75,9.75,73.9,305.5,62.57
"11/02/2000",473.25,212,15.15,171.3,259.75,9.54,74.25,312.5,62.91
"11/03/2000",473.25,213.25,15.11,172.2,264,9.57,73.6,318.75,63.75
"11/06/2000",474.25,213.5,15.14,174.6,262.75,9.56,74.7,317.25,65.36
"11/07/2000",475,214.75,15.2,173.3,262.25,9.53,74.6,315.5,65.89
"11/08/2000",474,216,15.26,171.6,265.25,9.26,75.3,316.5,65.65
"11/09/2000",467.25,213.75,15.12,168,258.25,8.81,74,309.5,64.96
"11/10/2000",463.25,212,14.98,165.3,256.75,9.15,74.15,307.75,65.4
"11/13/2000",468.75,211.25,15.04,167.7,257.75,8.96,71.45,309,65.32
"11/14/2000",472,208.75,15.13,169.8,255.75,8.73,71.4,308.5,64.82
"11/15/2000",481.5,207.5,15.31,170.9,254.5,9.1,70.3,307.5,64.74
"11/16/2000",477.5,208.75,15.13,169.8,254.5,9.56,68.85,307,64.98
"11/17/2000",487.75,211.25,15.18,175.8,256,9.63,68.55,309.5,64.7
"11/20/2000",490.75,211,15.08,179.9,256,9.76,70.35,309.5,64.58
"11/21/2000",489,210.75,15.13,177,254.75,9.72,68.55,310,63.16
"11/22/2000",491,210.25,15.06,179.4,257.5,9.93,68.3,313,64.4
"11/23/2000",491,210.25,15.06,179.4,257.5,9.93,68.3,313,64.4
"11/24/2000",500.75,211.25,14.9,186.9,260.5,9.93,68.3,318.25,64.4
"11/27/2000",497.25,210.5,14.48,187.6,257.25,10.11,68,315,65.15
"11/28/2000",500.75,207.75,14.49,187.6,255.5,9.94,69.5,310.75,64.3
"11/29/2000",499.75,205,14.38,190.2,251.5,9.91,70.1,306.25,65.03
"11/30/2000",506,208.75,14.76,193.8,256,9.75,67.2,309,65.23
"12/01/2000",508,210,14.97,193.8,260.25,9.66,67,312,64.35
"12/04/2000",504.5,209.75,14.98,190.9,262,9.86,67.3,313,64.65
"12/05/2000",500.75,209.25,14.78,190.1,259.25,9.71,66.5,310.5,64.35
"12/06/2000",507,208.5,14.91,188.7,260,9.61,66.15,310,64.34
"12/07/2000",503,205,14.79,187.6,254.75,9.63,66.35,308,67.25
"12/08/2000",511.5,209.25,14.95,189.1,257.5,9.75,63.65,307,67.13
"12/11/2000",511,207,14.81,191.4,255,9.7,64.1,304.75,67.42
"12/12/2000",507.25,206.75,14.72,193.4,254.5,9.65,64.2,302.5,65.59
"12/13/2000",506.5,207.5,14.75,194.4,255,9.41,63.75,304.25,65.03
"12/14/2000",504.25,210.5,14.74,190.5,253,9.2,61.55,299,65.69
"12/15/2000",507.25,218.25,15.17,190,265.25,9.31,62.9,298.5,65.37
"12/18/2000",509.75,223.25,15.13,191.9,268.75,9.32,62.7,301,65.1
"12/19/2000",511.75,225.75,15.21,192.3,272.5,9.42,65.05,309,65
"12/20/2000",508,225,15.01,192.4,271,9.99,65.45,321.25,65.63
"12/21/2000",510,226.25,15.14,193.8,272.75,9.87,66.55,324.5,65.33
"12/22/2000",510.25,226.75,15.01,196,275.75,9.81,65.4,327.5,64.31
"12/26/2000",505.25,226.75,14.79,194.6,274.5,9.98,67.3,326,63.19
"12/27/2000",498.5,228.75,14.61,192.8,272.75,10.24,66.4,324,63.26
"12/28/2000",497.5,230.25,14.53,194,271.75,10.03,67.35,323,63.42
"12/29/2000",499.5,231.75,14.53,195.4,279.5,10.2,65.55,330,62.28
"01/02/2001",495,227.25,14.53,192,276.25,10.17,63.4,325.5,60.35
"01/03/2001",497.25,230,14.63,191.7,283.25,10.23,63.45,330.25,60.96
"01/04/2001",492.25,230,14.51,189.8,284.25,10.35,63.35,331.5,59.61
"01/05/2001",489.5,226,14.58,187.7,283,10.27,64.35,331.5,59.42
"01/08/2001",491,225.75,14.7,187.4,283,10.47,63.85,330.25,60.23
"01/09/2001",495.25,227.5,14.7,190.5,285,10.46,63.8,333,59.87
"01/10/2001",490.5,229.5,14.71,190.1,289,10.29,63.35,336.25,60.34
"01/11/2001",479.75,222.5,14.54,184.3,289.75,10.26,63.6,337.5,60.87
"01/12/2001",479.25,219.25,14.48,182,289,10,65,337.5,61.12
"01/15/2001",479.25,219.25,14.48,182,289,10,65,337.5,61.12
"01/16/2001",477.5,216.25,14.59,178.7,285.25,10.23,67.4,333.75,60.96
"01/17/2001",472.75,217.5,14.62,175.6,282.5,10.06,70.2,330.5,60.52
"01/18/2001",473.5,218,14.52,176.3,284.5,9.87,66.75,332,60.5
"01/19/2001",470.75,215,14.49,176.4,285.5,10.09,68.3,332.5,60.63
"01/22/2001",476.75,215.25,14.65,177.9,285.25,10.05,71.25,331.75,59.36
"01/23/2001",468.25,214,14.65,174.1,285.75,10.07,69.85,332.5,59.28
"01/24/2001",469.75,215.5,14.6,172.2,285.5,10.05,70.05,332.25,61.11
"01/25/2001",466,213.5,14.6,169.4,279,10.03,67.85,328,60.6
"01/26/2001",460.25,209.5,14.48,168,276.25,10,67.1,325,61.25
"01/29/2001",459.75,208.25,14.51,167.4,269.25,9.74,65.4,315,60.95
"01/30/2001",461,209.25,14.58,167.4,270.5,9.58,64.2,315,62.01
"01/31/2001",459.5,209,14.55,165.3,273,9.95,63.75,318.25,61.36
"02/01/2001",462.5,211,15.01,163.9,270.25,10.25,64.7,316.5,59.43
"02/02/2001",468.5,213,15.07,167.1,272,10.14,63.2,318.5,59.76
"02/05/2001",462.25,212,15.01,162.8,268.5,10,62.7,315.5,60.15
"02/06/2001",464.25,213.5,14.96,164.8,267,10.01,62.2,313,60.23
"02/07/2001",463.5,212.25,14.8,165.4,267,9.89,61.75,313.25,59.2
"02/08/2001",452.25,210,14.41,163.5,266.75,9.88,62,312,59.05
"02/09/2001",456.25,210.25,14.51,163.6,266.25,9.8,62.65,312,58.37
"02/12/2001",453.25,210.25,14.51,162.3,261.75,9.86,62.3,307.75,58.9
"02/13/2001",450,209.75,14.41,161.4,263,9.82,62.8,308.75,59.53
"02/14/2001",452,212.75,14.47,160.6,267.5,9.67,62.8,311.75,61.45
"02/15/2001",450.25,212,14.45,161.2,267.5,9.7,61.5,311.75,59.53
"02/16/2001",454,212,14.49,162.4,264.25,9.64,59.8,310,59.52
"02/19/2001",454,212,14.49,162.4,264.25,9.64,59.8,310,59.52
"02/20/2001",454,212.25,14.64,163.2,266.25,9.39,62.75,311,57.63
"02/21/2001",457.5,210.5,15,163.6,262.25,9.53,63.15,308.5,55.76
"02/22/2001",455,209.75,14.82,162.7,258.5,9.41,62.85,308,54.86
"02/23/2001",448,209.25,14.71,160.7,259.25,9.39,64.95,307,55.08
"02/26/2001",449.25,209.25,14.67,158,259,9.35,63.9,305.5,53.08
"02/27/2001",451.25,210.5,14.93,157.4,257.5,8.92,64.4,305.25,52.1
"02/28/2001",453.5,214.5,15.48,155.7,265,9.28,63.9,311.25,52.6
"03/01/2001",457,216.5,15.83,156.4,266.75,9.14,62.75,314,53.05
"03/02/2001",455.75,215.75,15.65,157.2,270.5,9.11,63.3,316,53.5
"03/05/2001",456.5,215.5,15.67,157.7,273.75,9.3,63.7,320,53.85
"03/06/2001",461.75,216,15.72,157.7,272.25,9.32,65,318.25,54.05
"03/07/2001",457.5,213.25,15.85,158.5,270,9.1,65.8,315.5,54.05
"03/08/2001",455.5,213.5,16.05,157.1,270.5,9.01,64.15,316.5,54.01
"03/09/2001",456.75,213.25,16.05,158.3,270.25,9,61.7,317,52.66
"03/12/2001",459,214.5,16.05,158.7,277,8.83,62.05,323.5,51.77
"03/13/2001",452.25,214.25,16.15,156.5,276,8.76,60.95,323,52.28
"03/14/2001",442,211.5,15.93,152.5,276.75,8.73,61,321,52.65
"03/15/2001",445.5,210.75,16.08,151.9,273.75,8.92,59.1,314,50.09
"03/16/2001",443,207.5,16.11,150.3,270.5,8.77,59,310.5,49.73
"03/19/2001",443.5,209,16.23,150.1,268.75,8.66,59.9,306,50.36
"03/20/2001",446.75,211.5,16.15,152.3,270.75,8.62,60.05,306.5,49.74
"03/21/2001",443.25,210.25,16.14,150.9,266.5,8.72,61.15,304,48.57
"03/22/2001",434.25,205.25,15.91,149.2,259.75,8.46,60.2,303.75,47.14
"03/23/2001",436.5,207,15.65,150.1,262.25,8.37,60.1,306.75,48.06
"03/26/2001",442,209.75,15.79,153.4,267,8.46,61.85,311,49.03
"03/27/2001",445.25,211,16.16,154,267,8.5,61.05,311.75,47.59
"03/28/2001",441.75,209.25,16.09,152.7,264.25,8.52,61.15,309,47.56
"03/29/2001",436.5,207.25,16.02,151.1,265,8.38,61.75,309.25,45.69
"03/30/2001",428.5,203.25,15.95,146.7,255,7.75,60.3,301.5,45.09
"04/02/2001",432.75,208.25,15.86,150.6,259,8.15,59.5,304.75,44.73
"04/03/2001",430.25,209.25,15.69,149.7,261.75,8.2,58.7,309,45.39
"04/04/2001",437.25,211.75,15.64,153.3,265.25,8.15,59.25,310.5,46.19
"04/05/2001",437.5,212.25,15.59,153.9,265,8.08,59.1,309.25,45.97
"04/06/2001",436,210.25,15.56,153.5,262,8.16,58.1,309,46.88
"04/09/2001",441.25,210.75,15.51,155.2,260,8.21,57.6,306.25,46.59
"04/10/2001",432.75,209,15.17,154.2,257.25,8.36,57.35,302.75,46.57
"04/11/2001",437.25,210.5,15.36,154.5,260.75,8.18,57.35,307,45.78
"04/12/2001",435.25,211.75,15.32,154.4,266.75,8.31,57.6,313.25,45.34
"04/16/2001",432.75,212,15.15,153.7,269.5,8.46,56.65,319,45.57
"04/17/2001",429.5,209.25,15.09,152.1,265.75,8.5,56.2,316.5,46.87
"04/18/2001",434,209,14.93,154.6,268.25,8.53,58.65,318.75,46.16
"04/19/2001",429.25,204.5,14.7,153.8,267.5,8.8,57.55,318,45.84
